# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,4.945979749779405,4.824950313407736,50.21122113647422,0,3.0,-0.3530311922954972,-147.99461679191654,0.0,0.03689983626137048
 0.08980128924563538,4.953720957201805,4.834245300111447,50.21122113647422,0.26940386773690617,3.0000000000000004,-0.3530311922954972,-147.99130313904732,-6.59525201549063,0.2689404167417635
 0.1267627674193255,4.961443997888449,4.843438650110617,49.96745087305367,0.38028830225797655,3.0000000000000013,-0.3591800632753133,-147.9813627037039,-8.729183468245603,0.5873975452051995
 0.1549645334003423,4.969148941136261,4.852530848483713,49.721272483676856,0.464893600201027,3.0,-0.3654300874994077,-147.9647970555962,-10.515396400004786,0.9808043791365463
 0.17860660256041316,4.9768358562421655,4.861522380309206,49.47266675474238,0.5358198076812396,3.0000000000000013,-0.3717821793565931,-147.94160881063215,-12.120718169565748,1.439081630441885
 0.19931924282850477,4.984504812503085,4.8704137306655655,49.221614679505244,0.5979577284855144,3.0,-0.3782372148452108,-147.91180163050439,-13.614568616592251,1.9559294590066285
 0.21794026631402666,4.992155879215945,4.879205384631259,48.96809747755043,0.6538207989420801,3.0000000000000013,-0.38479602827986986,-147.8753802221122,-15.034004087698591,2.526989421905869
 0.23496838875924145,4.99978912567767,4.887897827284758,48.712096615103235,0.7049051662777245,3.0,-0.3914594092547177,-147.83235033681822,-16.401596475120673,3.149045089563903
 0.2507292196989334,5.0074046211851835,4.896491543704531,48.453593825917814,0.7521876590968004,3.0000000000000018,-0.3982280990128624,-147.78271876954014,-17.73230403304265,3.8196146329427156
 0.26544939889646063,5.015002435035409,4.904987018969047,48.192571132966386,0.7963481966893821,3.0,-0.405102787067947,-147.72649335767773,-19.036644769662605,4.536719005151674
 0.27929428938472445,5.022582636525273,4.9133847381567755,47.92901087086643,0.8378828681541735,2.999999999999996,-0.41208410759599906,-147.66368297987538,-20.322349175628624,5.298739199553372
 0.2923889941140027,5.030145294951698,4.921685186346184,47.662895709006285,0.8771669823420082,2.9999999999999956,-0.41917263566179946,-147.59429755461977,-21.59529805246507,6.104322981760976
 0.3048309170221909,5.037690479611609,4.929888848615746,47.39420867545816,0.9144927510665727,2.9999999999999956,-0.4263688833244948,-147.51834803867402,-22.860090271992743,6.952321056714456
 0.31669768966602874,5.045218259801928,4.937996210043926,47.122933181582816,0.9500930689980862,3.0,-0.43367329566801593,-147.43584642534702,-24.120404378082792,7.841741719980695
 0.3280523970673387,5.052728704819582,4.946007755709197,46.84905304746841,0.9841571912020161,3.0,-0.44108624656496326,-147.3468057426,-25.379238519435,8.771717633753266
 0.3389471494523686,5.060221883961494,4.953923970690027,46.57255252807855,1.0168414483571058,3.0,-0.44860803467454097,-147.25124005098886,-26.63907509827602,9.741480846319233
 0.3494255983817466,5.067697866524587,4.961745340064885,46.29341634013541,1.0482767951452396,2.9999999999999893,-0.4562388789095225,-147.14916444144419,-27.901996979550596,10.750343587940828
 0.3595247554615174,5.075156721805787,4.969472348912239,46.01162968979963,1.0785742663845521,3.0,-0.46397891389376306,-147.04059503288806,-29.169771493161214,11.797683219166329
 0.3692763364340049,5.082598519102019,4.977105482310562,45.72717830113511,1.1078290093020147,3.0,-0.4718281856103055,-146.9255489696886,-30.443912420220585,12.882930231001858
 0.37870777389093985,5.090023327710203,4.98464522533832,45.440048445199395,1.1361233216728195,3.0000000000000058,-0.4797866466097119,-146.80404441895286,-31.7257265086101,14.005558531568084
 0.38784299338300937,5.097431216927268,4.992092063073985,45.15022696999788,1.163528980149028,3.0,-0.4878541510650652,-146.67610056765795,-33.01634893906968,15.165077475121164
 0.39670301722774226,5.104822256050136,4.999446480596022,44.8577013311317,1.1901090516832267,2.999999999999994,-0.4960304501465201,-146.54173761962116,-34.3167707086557,16.361025238657863
 0.4053064406231787,5.112196514375731,5.006708962982906,44.562459623161025,1.215919321869536,3.0000000000000067,-0.5043151869551223,-146.40097679230956,-35.62786001862432,17.592963255216116
 0.41366981163041483,5.119554061200978,5.013879995313101,44.26449061163139,1.2410094348912444,2.9999999999999933,-0.5127078913582584,-146.25384031348952,-36.95037911847184,18.860471485468903
 0.42180793775791126,5.1268949658228005,5.020960062665079,43.963783765906456,1.2654238132737337,3.0,-0.5212079750836057,-146.10035141771672,-38.284997717281485,20.16314436208912
 0.4297341357843506,5.134219297538122,5.02794965011731,43.660329292557506,1.2892024073530517,3.0,-0.5298147263229207,-145.94053434266712,-39.63230369881109,21.500587279174926
 0.43746043717326794,5.141527125643868,5.034849242748262,43.35411816944339,1.3123813115198038,3.000000000000007,-0.538527304679249,-145.7744143253095,-40.99281173809584,22.872413527688423
 0.44499775837378136,5.148818519436961,5.041659325636404,43.045142180461184,1.334993275121344,3.0,-0.5473447357819928,-145.60201759792034,-42.36697027445783,24.278241598923263
 0.45235604308526095,5.156093548214329,5.048380383860206,42.733393950818936,1.357068129255783,3.000000000000015,-0.5562659059266835,-145.42337138394137,-43.755167136276164,25.71769279418194
 0.45954438193587765,5.163352281272892,5.055012902498138,42.418866982978,1.3786331458076329,2.999999999999977,-0.5652895571396392,-145.23850389368073,-45.15773413962074,27.190389091287
 0.46657111381459854,5.170594787909576,5.061557366628667,42.10155569292833,1.3997133414437954,2.999999999999992,-0.5744142812217944,-145.04744431985816,-46.57495074687153,28.695951228140252
 0.47344391218587384,5.177821137421305,5.068014261330265,41.78145544729301,1.4203317365576216,3.0000000000000324,-0.5836385151160942,-144.8502228329952,-48.00704711875204,30.233996971144684
 0.4801698590244069,5.185031399105004,5.0743840716814,41.45856260049733,1.4405095770732208,3.0000000000000084,-0.5929605351094118,-144.6468705766509,-49.45420648382301,31.80413954215588
 0.48675550847640364,5.192225642257596,5.08066728276054,41.13287453266821,1.460266525429211,3.0000000000000084,-0.602378451941055,-144.43741966250388,-50.916567096631866,33.40598618252811
 0.4932069419423934,5.199403936176005,5.086864379646157,40.804389687727685,1.4796208258271804,3.0,-0.6118902056815669,-144.22190316528153,-52.39422376961822,35.0391368365962
 0.4995298159554614,5.206566350157155,5.092975847416719,40.47310761181989,1.4985894478663846,3.000000000000026,-0.6214935604347908,-144.00035511753708,-53.88722907842333,36.703182939983186
 0.505729403975761,5.213712953497973,5.099002171150694,40.13902899197816,1.5171882119272837,3.000000000000036,-0.631186099463488,-143.7728105042755,-55.395594264145224,38.39770630072623
 0.511810633021518,5.22084381549538,5.104943835926554,39.80215569513207,1.5354318990645544,2.999999999999982,-0.6409652207375967,-143.53930525742908,-56.919289977630726,40.12227806337891
 0.5177781158964375,5.227959005446301,5.110801326822767,39.46249080693798,1.5533343476893129,2.9999999999999813,-0.6508281317211497,-143.2998762501831,-58.45824673124512,41.87645774761376
 0.523636179644526,5.235058592647661,5.116575128917802,39.12003867098486,1.5709085389335782,2.9999999999999623,-0.6607718453407359,-143.05456129115345,-60.01235527144416,43.6597923548666
 0.5293888907590487,5.242142646396384,5.122265727290128,38.77480492780614,1.5881666722771464,3.000000000000019,-0.6707931754956249,-142.80339911841585,-61.58146678629877,45.471815537114395
 0.5350400775874506,5.249211235989392,5.127873607018215,38.42679655382974,1.6051202327623522,3.0,-0.6808887333319048,-142.546429393389,-63.16539300830479,47.31204682342119
 0.5405933503046146,5.256264430723613,5.133399253180532,38.076021900167774,1.6217800509138443,3.00000000000002,-0.6910549229121273,-142.2836926945713,-64.76390622454478,49.17999090040607
 0.5460521187696529,5.263302299895969,5.138843150855549,37.72249073119654,1.6381563563089592,3.000000000000041,-0.7012879384201155,-142.0152305111333,-66.37673924741682,51.07513694363518
 0.551419608534193,5.270324912803384,5.144205785121734,37.366214262682476,1.6542588256025796,3.0,-0.7115837605478185,-141.74108523636585,-68.00358529428694,52.99695799754384
 0.5566988752308395,5.277332338742783,5.149487641057558,37.00720519958579,1.6700966256925192,3.000000000000021,-0.7219381538761276,-141.46130016098584,-69.64409787294383,54.944910401980614
 0.5618928175377415,5.28432464701109,5.154689203741488,36.645477773217486,1.6856784526132251,3.0000000000000213,-0.7323466642595617,-141.17591946630006,-71.29789059576004,56.91843326403192
 0.5670041888877244,5.291301906905227,5.159810958251995,36.2810477779121,1.7010125666631741,3.0000000000000218,-0.7428046172400203,-140.88498821722837,-72.96453705586643,58.9169479738275
 0.5720356080673528,5.298264187722122,5.164853389667548,35.91393260673651,1.7161068242020592,3.0,-0.7533071158139855,-140.5885523551877,-74.64357060859287,60.93985776408051
 0.5769895688317427,5.305211558758697,5.1698169830666165,35.54415128662757,1.7309687064952288,2.999999999999978,-0.7638490398880705,-140.28665869083693,-76.33448426944055,62.98654731225065
 0.5818684486444131,5.312144089311876,5.17470222352767,35.17172451231479,1.7456053459332401,3.0,-0.7744250453961052,-139.97935489668538,-78.03673055145379,65.05638238573667
 0.5866745166373575,5.319061848678584,5.179509596129177,34.79667467933743,1.760023549912073,2.999999999999977,-0.7850295642019213,-139.66668949956454,-79.7497213712785,67.1487095297395
 0.5914099408744915,5.325964906155745,5.184239585949608,34.419025915851186,1.7742298226234752,3.0,-0.795656804706253,-139.34871187296514,-81.47282801210261,69.26285579808508
 0.5960767949913206,5.332853331040283,5.18889267806743,34.038804113033194,1.7882303849739627,3.0000000000000475,-0.8063007525851429,-139.0254722292405,-83.20538107705426,71.39812852712107
 0.6006770642748247,5.339727192629122,5.193469357561114,33.65603695424217,1.802031192824475,3.0,-0.8169551729769975,-138.6970216116775,-84.946670582748,73.55381515343727
 0.6052126512398971,5.346586560219187,5.1979701095091295,33.27075394242076,1.8156379537196923,3.0000000000000244,-0.8276136121917246,-138.36341188643624,-86.69594602753355,75.7291830755459
 0.6096853807520959,5.353431503107402,5.202395418989946,32.882986426035416,1.8290561422562885,2.999999999999975,-0.838269401169704,-138.02469573435954,-88.45241661124923,77.92347956021489
 0.6140970047407225,5.36026209059069,5.206745771082031,32.49276762306123,1.8422910142221682,2.9999999999999747,-0.8489156587181286,-137.68092664265444,-90.21525146474096,80.13593169414905
 0.618449206541284,5.367078391965976,5.211021650863855,32.10013264319828,1.8553476196238525,2.999999999999949,-0.8595452962605642,-137.3321588964455,-91.70101258129316,82.11272428054112
 0.6227568376586489,5.373880476530186,5.215223543413888,31.705118507909237,1.8567922291384034,0.33536054392571785,-0.8701510226851469,-136.97844757020303,-92.58685523312646,83.55655176376591
 0.6270485304533825,5.38066841358024,5.219351933810598,31.30776416841818,1.8456118878990475,-2.605112195606206,-0.8807253501724892,-136.6198485190457,-93.14986392395146,84.70701865583575
